Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
CVS Health Corp,CVS Health,20200628,loan,$0 ,"$3,411,068 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
CVS Health Corp,CVS Health,20200628,loan,$0 ,"$4,350,940 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVS,Rhode Island,USA,retailing,retail-pharmacies,"290,000",0,"$86,111,054 ",21%,"$175,184,055 ","$247,864,230 ","$295,571,215 ","$72,744,151 ",790 to 1,"$36,466,470 ","$46,140 ",$0 ,yes,yes,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=741,cvs-health,cvs-health
Delmarva Pwr & Light Co,Exelon,20200628,loan,$0 ,"$4,383,302 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,EXC,Illinois,USA,utilities and power generation,utilities,"32,713",0,"$1,059,000 ",10.10%,"$826,783,484 ",$0 ,"$7,830,795 ","$46,598,980 ",122 to 1,"$15,400,000 ","$126,000 ",$0 ,yes,yes,no,yes,yes,yes,,,,exelon,exelon
Diamondback Energy Inc,Diamondback Energy,20200628,loan,$0 ,"$3,007,643 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,FANG,Texas,USA,oil and gas,oil & gas,712,0,$0 ,,$0 ,$0 ,$0 ,$0 ,116 to 1,"$16,049,655 ","$137,832 ",$0 ,no,no,no,no,no,yes,,,,,
Dollar General Corp,Dollar General,20200628,loan,$0 ,"$2,140,035 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DG,Tennessee,USA,retailing,retail-discount stores,"143,000",0,"$38,573,857 ",16.30%,"$18,847,866 ",$0 ,"$4,400,286 ","$2,856,000 ",824 to 1,"$12,008,059 ","$14,571 ",$0 ,yes,no,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=822,dollar-general,dollar-general
Duke Energy Corp,Duke Energy,20200628,loan,$0 ,"$1,663,630 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DUK,North Carolina,USA,utilities and power generation,utilities,"28,793",0,"$30,000,000 ",-21.40%,"$965,664,026 ",$0 ,"$115,296,752 ","$4,605,000 ",122 to 1,"$15,029,386 ","$123,608 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=856,duke-energy,duke-energy
Dupont de Nemours Inc,DuPont de Nemours,20200628,loan,$0 ,"$5,122,159 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,DD,Delaware,USA,chemicals,specialty materials,"35,000",0,"$2,985,000 ",,"$223,624,865 ",$0 ,"$18,373,998 ","$10,000 ",135 to 1,"$11,660,634 ","$86,294 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,dupont-de-nemours,
Eastman Chemical Co,Eastman Chemical,20200628,loan,$0 ,"$4,238,120 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,EMN,Tennessee,USA,chemicals,chemicals,"14,500",0,$0 ,,"$32,721,687 ",$0 ,"$4,391,381 ",$0 ,178 to 1,"$14,556,133 ","$81,638 ",$0 ,no,no,no,yes,no,yes,,,https://www.followthemoney.org/entity-details?eid=875,eastman-chemical,eastman-chemical
Energy Transfer Operatng,Energy Transfer,20200628,loan,$0 ,"$5,156,184 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ET,Texas,USA,pipelines,pipelines,"12,812",0,"$432,312 ",,"$3,191,747,124 ","$2,200,000 ","$117,396,737 ","$100,000 ",,"$11,601,341 ",$0 ,$0 ,no,yes,yes,yes,no,yes,,,,energy-transfer,energy-transfer
Eversource Energy,EverSource Energy,20200628,loan,$0 ,"$2,612,685 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ES,Massachusetts,USA,utilities and power generation,utilities,"8,234",0,"$250,000 ",8.10%,"$22,182,393 ",$0 ,"$201,101 ","$44,700,000 ",148 to 1,"$19,806,088 ","$133,899 ",$0 ,no,yes,no,no,yes,yes,,,,eversource-energy,eversource-energy
Eversource Energy,EverSource Energy,20200628,loan,$0 ,"$2,699,807 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ES,Massachusetts,USA,utilities and power generation,utilities,"8,234",0,"$250,000 ",8.10%,"$22,182,393 ",$0 ,"$201,101 ","$44,700,000 ",148 to 1,"$19,806,088 ","$133,899 ",$0 ,no,yes,no,no,yes,yes,,,,eversource-energy,eversource-energy
Exxon Mobil Corporation,Exxon Mobil,20200628,loan,$0 ,"$2,574,048 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,XOM,Texas,USA,oil and gas,oil & gas,"74,900",0,"$876,591 ",9.00%,"$985,840,664 ","$33,090,000 ","$873,702,806 ","$2,000,000 ",135 to 1,"$23,529,292 ","$173,712 ",$0 ,no,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/23/exxon-mobil,,https://www.followthemoney.org/entity-details?eid=946,exxon-mobil,exxon-mobil
Exxon Mobil Corporation,Exxon Mobil,20200628,loan,$0 ,"$2,637,680 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,XOM,Texas,USA,oil and gas,oil & gas,"74,900",0,"$876,591 ",9.00%,"$985,840,664 ","$33,090,000 ","$873,702,806 ","$2,000,000 ",135 to 1,"$23,529,292 ","$173,712 ",$0 ,no,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/23/exxon-mobil,,https://www.followthemoney.org/entity-details?eid=946,exxon-mobil,exxon-mobil
Fedex Corp,FedEx,20200628,loan,$0 ,"$3,360,613 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,FDX,Tennessee,USA,freight and logistics,package delivery,"239,000",0,"$527,048,227 ",-4.60%,"$139,661,327 ",$0 ,"$9,039,288 ","$36,199,550 ",303 to 1,"$15,973,884 ","$52,718 ",$0 ,yes,yes,no,yes,yes,yes,http://www.contractormisconduct.org/contractors/24/fedex-corporation,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=3627,fedex,fedex
Fiserv Inc,Fiserv,20200628,loan,$0 ,"$4,412,613 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,FISV,Wisconsin,USA,business services,business services,"44,000",0,"$144,812 ",13%,"$27,224,025 ",$0 ,"$59,951 ","$40,223,336 ",423 to 1,"$27,633,556 ","$65,254 ",$0 ,no,no,no,no,yes,yes,,,https://www.followthemoney.org/entity-details?eid=12158100,fiserv,fiserv
Florida Power & Light Co,NextEra Energy,20200628,loan,$0 ,"$5,506,758 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,NEE,Florida,USA,utilities and power generation,utilities,"8,900",0,"$1,367,111 ",0.40%,"$2,534,475,009 ",$0 ,"$2,793,759 ","$6,800,000 ",168 to 1,"$21,877,597 ","$129,735 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=1039,nextera-energy,nextera-energy
Ford Motor Company,Ford Motor,20200628,loan,$0 ,"$4,924,990 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,F,Michigan,USA,motor vehicles,motor vehicles,"190,000",0,"$12,232,888 ",3.60%,"$4,157,751,071 ",$0 ,"$18,159,390 ",$0 ,157 to 1,"$17,355,505 ","$110,706 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1025,ford-motor,ford-motor
Ford Motor Credit Co Llc,Ford Motor,20200628,loan,$0 ,"$3,126,583 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,F,Michigan,USA,motor vehicles,motor vehicles,"190,000",0,"$12,232,888 ",3.60%,"$4,157,751,071 ",$0 ,"$18,159,390 ",$0 ,157 to 1,"$17,355,505 ","$110,706 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1025,ford-motor,ford-motor
Fox Corp,Fox Corporation,20200628,loan,$0 ,"$4,509,400 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,FOX,New York,USA,media,broadcasting,"7,700",0,"$30,000,000 ",,$0 ,$0 ,$0 ,$0 ,,"$42,156,115 ",$0 ,$0 ,yes,no,no,no,no,yes,,,,fox-corporation,
General Electric Co,General Electric,20200628,loan,$0 ,"$2,145,855 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GE,Massachusetts,USA,diversified,diversified,"205,000",0,"$24,423,123 ",,"$1,456,258,086 ","$41,830,180 ","$34,224,489 ","$1,630,749,248 ",486 to 1,"$24,553,788 ","$50,471 ",$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/27/general-electric,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1084,general-electric,general-electric
General Electric Co,General Electric,20200628,loan,$0 ,"$5,257,425 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GE,Massachusetts,USA,diversified,diversified,"205,000",0,"$24,423,123 ",,"$1,456,258,086 ","$41,830,180 ","$34,224,489 ","$1,630,749,248 ",486 to 1,"$24,553,788 ","$50,471 ",$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/27/general-electric,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1084,general-electric,general-electric
General Mills Inc,General Mills,20200628,loan,$0 ,"$1,138,889 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GIS,Minnesota,USA,food products,food products,"35,000",0,"$12,500 ",8%,"$24,260,558 ",$0 ,"$168,293 ","$375,000 ",172 to 1,"$9,855,417 ","$57,177 ",$0 ,no,yes,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=1086,general-mills,general-mills
General Mills Inc,General Mills,20200628,loan,$0 ,"$4,396,409 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GIS,Minnesota,USA,food products,food products,"35,000",0,"$12,500 ",8%,"$24,260,558 ",$0 ,"$168,293 ","$375,000 ",172 to 1,"$9,855,417 ","$57,177 ",$0 ,no,yes,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=1086,general-mills,general-mills
General Motors Finl Co,General Motors,20200628,loan,$0 ,"$2,156,573 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GM,Michigan,USA,motor vehicles,motor vehicles,"164,000",0,"$47,361 ",-2.40%,"$2,491,137,326 ",$0 ,"$1,074,217,678 ","$8,375,800 ",203 to 1,"$21,630,867 ","$106,715 ",$0 ,no,yes,no,yes,yes,yes,http://www.contractormisconduct.org/contractors/83/general-motors-corp,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1087,general-motors,general-motors
Georgia Power Co,Southern Company,20200628,loan,$0 ,"$4,208,827 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,SO,Georgia,USA,utilities and power generation,utilities,"27,943",0,"$2,200,474 ",6.50%,"$1,720,872,018 ",$0 ,"$1,975,348 ",$0 ,166 to 1,"$27,865,185 ","$167,872 ",$0 ,yes,yes,no,yes,no,yes,,,https://www.followthemoney.org/entity-details?eid=17323,southern-company,southern-company
Gilead Sciences Inc,Gilead Sciences,20200628,loan,$0 ,"$5,331,400 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,GILD,California,USA,pharmaceuticals,pharmaceuticals,"11,800",0,$0 ,25.60%,"$12,661,139 ","$250,000 ",$0 ,$0 ,169 to 1,"$29,361,393 ","$173,264 ",$0 ,no,no,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=1110,gilead-sciences,gilead-sciences
Home Depot Inc,Home Depot,20200628,loan,$0 ,"$2,613,999 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,HD,Georgia,USA,retailing,retail-home improvement,"415,000",0,"$8,491,195 ",19.40%,"$18,573,968 ","$2,000,000 ","$30,057,976 ","$5,800,000 ",481 to 1,"$10,889,833 ","$22,652 ",$0 ,yes,no,yes,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1261,home-depot,home-depot
Honeywell International,Honeywell International,20200628,loan,$0 ,"$3,072,735 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,HON,North Carolina,USA,diversified,diversified,"113,000",0,"$31,778,765 ",-2.50%,"$345,396,164 ","$4,000,000 ","$95,141,984 ","$2,950,000 ",295 to 1,"$20,525,104 ","$69,513 ",$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/30/honeywell-international-inc,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1265,honeywell-international,honeywell-international
HP Enterprise Co,Hewlett Packard Enterprise,20200628,loan,$0 ,"$4,143,570 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,HPE,California,USA,information technology,information technology,"61,600",0,"$750,000 ",,"$2,730,082 ","$103,750,000 ",$0 ,$0 ,204 to 1,"$13,714,497 ","$67,196 ",$0 ,no,no,yes,no,no,yes,http://www.contractormisconduct.org/contractors/153/hewlett-packard-company,,https://www.followthemoney.org/entity-details?eid=1233,hewlett-packard-enterprise,hewlett-packard-enterprise
Humana Inc,Humana,20200628,loan,$0 ,"$4,052,405 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,HUM,Kentucky,USA,healthcare services,insurance; managed care,"46,000",0,"$3,353,923 ",6.90%,"$370,033 ",$0 ,"$5,228,042 ","$8,160,231 ",227 to 1,"$16,726,455 ","$73,669 ",$0 ,yes,yes,no,yes,yes,yes,http://www.contractormisconduct.org/contractors/31/humana,,https://www.followthemoney.org/entity-details?eid=1277,humana,humana
Hyatt Hotels Corp,Hyatt Hotels,20200628,loan,$0 ,"$1,090,262 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,H,Illinois,USA,hotels,hotels,"55,000",0,"$420,207 ",,"$2,420,650 ",$0 ,"$164,419 ",$0 ,416 to 1,"$14,702,221 ","$35,358 ",$0 ,no,no,no,no,no,yes,,,,hyatt-hotels,hyatt-hotels
IBM Corp,IBM Corp.,20200628,loan,$0 ,"$3,143,853 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,IBM,New York,USA,information technology,information technology,"352,600",0,"$11,361,379 ",-68.40%,"$695,036,000 ","$14,800,000 ","$36,814 ","$10,000,000 ",354 to 1,"$20,160,865 ","$56,896 ",$0 ,yes,yes,yes,no,yes,yes,http://www.contractormisconduct.org/contractors/32/ibm-corporation,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=13037,ibm-corp,ibm-corp
IBM Corp,IBM Corp.,20200628,loan,$0 ,"$4,341,840 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,IBM,New York,USA,information technology,information technology,"352,600",0,"$11,361,379 ",-68.40%,"$695,036,000 ","$14,800,000 ","$36,814 ","$10,000,000 ",354 to 1,"$20,160,865 ","$56,896 ",$0 ,yes,yes,yes,no,yes,yes,http://www.contractormisconduct.org/contractors/32/ibm-corporation,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=13037,ibm-corp,ibm-corp
IBM Credit LLC,IBM Corp.,20200628,loan,$0 ,"$3,145,890 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,IBM,New York,USA,information technology,information technology,"352,600",0,"$11,361,379 ",-68.40%,"$695,036,000 ","$14,800,000 ","$36,814 ","$10,000,000 ",354 to 1,"$20,160,865 ","$56,896 ",$0 ,yes,yes,yes,no,yes,yes,http://www.contractormisconduct.org/contractors/32/ibm-corporation,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=13037,ibm-corp,ibm-corp
Lowe's Cos Inc,Lowe's,20200628,loan,$0 ,"$2,616,567 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,LOW,North Carolina,USA,retailing,retail-home improvement,"320,000",0,"$33,432,549 ",24%,"$107,592,310 ",$0 ,"$19,372,313 ","$2,040,000 ",511 to 1,"$11,621,369 ","$22,748 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2711819,lowes,lowes
Lowe's Cos Inc,Lowe's,20200628,loan,$0 ,"$2,875,531 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,LOW,North Carolina,USA,retailing,retail-home improvement,"320,000",0,"$33,432,549 ",24%,"$107,592,310 ",$0 ,"$19,372,313 ","$2,040,000 ",511 to 1,"$11,621,369 ","$22,748 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2711819,lowes,lowes
Marathon Petroleum Corp,Marathon Petroleum,20200628,loan,$0 ,"$2,714,750 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MPC,Ohio,USA,oil and gas,oil & gas,"60,910",0,"$28,177,296 ",15.70%,"$317,885,815 ",$0 ,"$854,995,314 ","$22,511,655 ",877 to 1,"$24,129,164 ","$27,507 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1625,marathon-petroleum,marathon-petroleum
Marathon Petroleum Corp,Marathon Petroleum,20200628,loan,$0 ,"$2,828,497 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MPC,Ohio,USA,oil and gas,oil & gas,"60,910",0,"$28,177,296 ",15.70%,"$317,885,815 ",$0 ,"$854,995,314 ","$22,511,655 ",877 to 1,"$24,129,164 ","$27,507 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1625,marathon-petroleum,marathon-petroleum
Marriott International,Marriott International,20200628,loan,$0 ,"$2,034,710 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MAR,Maryland,USA,hotels,hotels,"174,000",0,"$10,667,985 ",13.90%,"$196,997,679 ",$0 ,"$630,921 ","$1,268,000 ",346 to 1,"$13,435,887 ","$38,878 ",$0 ,yes,yes,no,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1639,marriott-international,marriott-international
