NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
541618,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",Management Consulting Services,Other Management Consulting Services
541620,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",Environmental Consulting Services,Environmental Consulting Services
541690,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",Other Scientific and Technical Consulting Services,Other Scientific and Technical Consulting Services
541713,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences",Research and Development in Nanotechnology
541714,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences",Research and Development in Biotechnology (except Nanobiotechnology)
541715,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
541720,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services,Research and Development in the Social Sciences and Humanities,Research and Development in the Social Sciences and Humanities
541810,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Advertising Agencies,Advertising Agencies
541820,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Public Relations Agencies,Public Relations Agencies
541830,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Media Buying Agencies,Media Buying Agencies
541840,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Media Representatives,Media Representatives
541850,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Outdoor Advertising,Outdoor Advertising
541860,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Direct Mail Advertising,Direct Mail Advertising
541870,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Advertising Material Distribution Services,Advertising Material Distribution Services
541890,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",Other Services Related to Advertising,Other Services Related to Advertising
541910,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",Marketing Research and Public Opinion Polling,Marketing Research and Public Opinion Polling
541921,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",Photographic Services,"Photography Studios, Portrait"
541922,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",Photographic Services,Commercial Photography
541930,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",Translation and Interpretation Services,Translation and Interpretation Services
541940,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",Veterinary Services,Veterinary Services
541990,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services"
551111,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,Offices of Bank Holding Companies
551112,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,Offices of Other Holding Companies
551114,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,Management of Companies and Enterprises,"Corporate, Subsidiary, and Regional Managing Offices"
561110,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Office Administrative Services,Office Administrative Services,Office Administrative Services
561210,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Facilities Support Services,Facilities Support Services,Facilities Support Services
561311,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services,Employment Placement Agencies and Executive Search Services,Employment Placement Agencies
561312,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services,Employment Placement Agencies and Executive Search Services,Executive Search Services
561320,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services,Temporary Help Services,Temporary Help Services
561330,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services,Professional Employer Organizations,Professional Employer Organizations
561410,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Document Preparation Services,Document Preparation Services
561421,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Telephone Call Centers,Telephone Answering Services
561422,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Telephone Call Centers,Telemarketing Bureaus and Other Contact Centers
561431,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Business Service Centers,Private Mail Centers
561439,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Business Service Centers,Other Business Service Centers (including Copy Shops)
561440,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Collection Agencies,Collection Agencies
561450,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Credit Bureaus,Credit Bureaus
561491,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Other Business Support Services,Repossession Services
561492,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Other Business Support Services,Court Reporting and Stenotype Services
561499,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Business Support Services,Other Business Support Services,All Other Business Support Services
561510,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services,Travel Agencies,Travel Agencies
561520,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services,Tour Operators,Tour Operators
561591,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services,Other Travel Arrangement and Reservation Services,Convention and Visitors Bureaus
561599,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services,Other Travel Arrangement and Reservation Services,All Other Travel Arrangement and Reservation Services
561611,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Investigation and Security Services,"Investigation, Guard, and Armored Car Services",Investigation Services
561612,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Investigation and Security Services,"Investigation, Guard, and Armored Car Services",Security Guards and Patrol Services
561613,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Investigation and Security Services,"Investigation, Guard, and Armored Car Services",Armored Car Services
561621,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Investigation and Security Services,Security Systems Services,Security Systems Services (except Locksmiths)
561622,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Investigation and Security Services,Security Systems Services,Locksmiths
561710,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings,Exterminating and Pest Control Services,Exterminating and Pest Control Services
561720,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings,Janitorial Services,Janitorial Services
561730,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings,Landscaping Services,Landscaping Services
561740,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,Carpet and Upholstery Cleaning Services
561790,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings,Other Services to Buildings and Dwellings,Other Services to Buildings and Dwellings
561910,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Other Support Services,Packaging and Labeling Services,Packaging and Labeling Services
561920,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Other Support Services,Convention and Trade Show Organizers,Convention and Trade Show Organizers
561990,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Other Support Services,All Other Support Services,All Other Support Services
562111,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Collection,Waste Collection,Solid Waste Collection
562112,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Collection,Waste Collection,Hazardous Waste Collection
562119,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Collection,Waste Collection,Other Waste Collection
562211,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Treatment and Disposal,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal
562212,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Treatment and Disposal,Waste Treatment and Disposal,Solid Waste Landfill
562213,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Treatment and Disposal,Waste Treatment and Disposal,Solid Waste Combustors and Incinerators
562219,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Waste Treatment and Disposal,Waste Treatment and Disposal,Other Nonhazardous Waste Treatment and Disposal
562910,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Remediation and Other Waste Management Services,Remediation Services,Remediation Services
562920,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Remediation and Other Waste Management Services,Materials Recovery Facilities,Materials Recovery Facilities
562991,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Remediation and Other Waste Management Services,All Other Waste Management Services,Septic Tank and Related Services
562998,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Remediation and Other Waste Management Services,All Other Waste Management Services,All Other Miscellaneous Waste Management Services
611110,Educational Services,Educational Services,Elementary and Secondary Schools,Elementary and Secondary Schools,Elementary and Secondary Schools
611210,Educational Services,Educational Services,Junior Colleges,Junior Colleges,Junior Colleges
611310,Educational Services,Educational Services,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools"
611410,Educational Services,Educational Services,Business Schools and Computer and Management Training,Business and Secretarial Schools,Business and Secretarial Schools
611420,Educational Services,Educational Services,Business Schools and Computer and Management Training,Computer Training,Computer Training
611430,Educational Services,Educational Services,Business Schools and Computer and Management Training,Professional and Management Development Training,Professional and Management Development Training
611511,Educational Services,Educational Services,Technical and Trade Schools,Technical and Trade Schools,Cosmetology and Barber Schools
611512,Educational Services,Educational Services,Technical and Trade Schools,Technical and Trade Schools,Flight Training
611513,Educational Services,Educational Services,Technical and Trade Schools,Technical and Trade Schools,Apprenticeship Training
611519,Educational Services,Educational Services,Technical and Trade Schools,Technical and Trade Schools,Other Technical and Trade Schools
611610,Educational Services,Educational Services,Other Schools and Instruction,Fine Arts Schools,Fine Arts Schools
611620,Educational Services,Educational Services,Other Schools and Instruction,Sports and Recreation Instruction,Sports and Recreation Instruction
611630,Educational Services,Educational Services,Other Schools and Instruction,Language Schools,Language Schools
611691,Educational Services,Educational Services,Other Schools and Instruction,All Other Schools and Instruction,Exam Preparation and Tutoring
611692,Educational Services,Educational Services,Other Schools and Instruction,All Other Schools and Instruction,Automobile Driving Schools
611699,Educational Services,Educational Services,Other Schools and Instruction,All Other Schools and Instruction,All Other Miscellaneous Schools and Instruction
611710,Educational Services,Educational Services,Educational Support Services,Educational Support Services,Educational Support Services
621111,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians,Offices of Physicians,Offices of Physicians (except Mental Health Specialists)
621112,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians,Offices of Physicians,"Offices of Physicians, Mental Health Specialists"
621210,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Dentists,Offices of Dentists,Offices of Dentists
621310,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,Offices of Chiropractors,Offices of Chiropractors
621320,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,Offices of Optometrists,Offices of Optometrists
621330,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians)
621340,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists"
621391,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,Offices of All Other Health Practitioners,Offices of Podiatrists
621399,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners,Offices of All Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners
621410,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Family Planning Centers,Family Planning Centers
621420,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers
621491,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Other Outpatient Care Centers,HMO Medical Centers
621492,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Other Outpatient Care Centers,Kidney Dialysis Centers
621493,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Other Outpatient Care Centers,Freestanding Ambulatory Surgical and Emergency Centers
621498,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers,Other Outpatient Care Centers,All Other Outpatient Care Centers
621511,Health Care and Social Assistance,Ambulatory Health Care Services,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical Laboratories
621512,Health Care and Social Assistance,Ambulatory Health Care Services,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Diagnostic Imaging Centers
621610,Health Care and Social Assistance,Ambulatory Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services
621910,Health Care and Social Assistance,Ambulatory Health Care Services,Other Ambulatory Health Care Services,Ambulance Services,Ambulance Services
621991,Health Care and Social Assistance,Ambulatory Health Care Services,Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services,Blood and Organ Banks
621999,Health Care and Social Assistance,Ambulatory Health Care Services,Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services
622110,Health Care and Social Assistance,Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals
622210,Health Care and Social Assistance,Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals
622310,Health Care and Social Assistance,Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals
623110,Health Care and Social Assistance,Nursing and Residential Care Facilities,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities)
623210,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities
623220,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities
623311,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities
623312,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly
623990,Health Care and Social Assistance,Nursing and Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities
624110,Health Care and Social Assistance,Social Assistance,Individual and Family Services,Child and Youth Services,Child and Youth Services
624120,Health Care and Social Assistance,Social Assistance,Individual and Family Services,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities
624190,Health Care and Social Assistance,Social Assistance,Individual and Family Services,Other Individual and Family Services,Other Individual and Family Services
624210,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services",Community Food Services,Community Food Services
624221,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services",Community Housing Services,Temporary Shelters
624229,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services",Community Housing Services,Other Community Housing Services
624230,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services",Emergency and Other Relief Services,Emergency and Other Relief Services
624310,Health Care and Social Assistance,Social Assistance,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services
624410,Health Care and Social Assistance,Social Assistance,Child Day Care Services,Child Day Care Services,Child Day Care Services
711110,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters
711120,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies,Dance Companies,Dance Companies
711130,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies,Musical Groups and Artists,Musical Groups and Artists
711190,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies,Other Performing Arts Companies,Other Performing Arts Companies
711211,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports,Spectator Sports,Sports Teams and Clubs
711212,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports,Spectator Sports,Racetracks
711219,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports,Spectator Sports,Other Spectator Sports
711310,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities"
711320,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities"
711410,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
711510,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers"
712110,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions",Museums,Museums
712120,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions",Historical Sites,Historical Sites
712130,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions",Zoos and Botanical Gardens,Zoos and Botanical Gardens
712190,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions
713110,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Amusement Parks and Arcades,Amusement and Theme Parks,Amusement and Theme Parks
713120,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Amusement Parks and Arcades,Amusement Arcades,Amusement Arcades
713210,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Gambling Industries,Casinos (except Casino Hotels),Casinos (except Casino Hotels)
713290,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Gambling Industries,Other Gambling Industries,Other Gambling Industries
713910,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,Golf Courses and Country Clubs,Golf Courses and Country Clubs
713920,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,Skiing Facilities,Skiing Facilities
713930,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,Marinas,Marinas
713940,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers
713950,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,Bowling Centers,Bowling Centers
713990,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries
721110,Accommodation and Food Services,Accommodation,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels
721120,Accommodation and Food Services,Accommodation,Traveler Accommodation,Casino Hotels,Casino Hotels
721191,Accommodation and Food Services,Accommodation,Traveler Accommodation,Other Traveler Accommodation,Bed-and-Breakfast Inns
721199,Accommodation and Food Services,Accommodation,Traveler Accommodation,Other Traveler Accommodation,All Other Traveler Accommodation
721211,Accommodation and Food Services,Accommodation,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds
721214,Accommodation and Food Services,Accommodation,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,Recreational and Vacation Camps (except Campgrounds)
721310,Accommodation and Food Services,Accommodation,"Rooming and Boarding Houses, Dormitories, and Workers' Camps","Rooming and Boarding Houses, Dormitories, and Workers' Camps","Rooming and Boarding Houses, Dormitories, and Workers' Camps"
722310,Accommodation and Food Services,Food Services and Drinking Places,Special Food Services,Food Service Contractors,Food Service Contractors
722320,Accommodation and Food Services,Food Services and Drinking Places,Special Food Services,Caterers,Caterers
722330,Accommodation and Food Services,Food Services and Drinking Places,Special Food Services,Mobile Food Services,Mobile Food Services
722410,Accommodation and Food Services,Food Services and Drinking Places,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
722511,Accommodation and Food Services,Food Services and Drinking Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Full-Service Restaurants
722513,Accommodation and Food Services,Food Services and Drinking Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Limited-Service Restaurants
722514,Accommodation and Food Services,Food Services and Drinking Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,"Cafeterias, Grill Buffets, and Buffets"
722515,Accommodation and Food Services,Food Services and Drinking Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars
811111,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,General Automotive Repair
811112,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Exhaust System Repair
811113,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Transmission Repair
811118,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Other Automotive Mechanical and Electrical Repair and Maintenance
811121,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,"Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, and Interior Repair and Maintenance"
811122,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,"Automotive Body, Paint, Interior, and Glass Repair",Automotive Glass Replacement Shops
811191,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops
811192,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,Car Washes
811198,Other Services (except Public Administration),Repair and Maintenance,Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,All Other Automotive Repair and Maintenance
811211,Other Services (except Public Administration),Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Consumer Electronics Repair and Maintenance
811212,Other Services (except Public Administration),Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Computer and Office Machine Repair and Maintenance
811213,Other Services (except Public Administration),Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Communication Equipment Repair and Maintenance
811219,Other Services (except Public Administration),Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Other Electronic and Precision Equipment Repair and Maintenance
811310,Other Services (except Public Administration),Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
811411,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment and Appliance Repair and Maintenance,Home and Garden Equipment Repair and Maintenance
811412,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment and Appliance Repair and Maintenance,Appliance Repair and Maintenance
811420,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Reupholstery and Furniture Repair,Reupholstery and Furniture Repair
811430,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Footwear and Leather Goods Repair,Footwear and Leather Goods Repair
811490,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance
812111,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services,"Hair, Nail, and Skin Care Services",Barber Shops
812112,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services,"Hair, Nail, and Skin Care Services",Beauty Salons
812113,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services,"Hair, Nail, and Skin Care Services",Nail Salons
812191,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services,Other Personal Care Services,Diet and Weight Reducing Centers
812199,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services,Other Personal Care Services,Other Personal Care Services
812210,Other Services (except Public Administration),Personal and Laundry Services,Death Care Services,Funeral Homes and Funeral Services,Funeral Homes and Funeral Services
812220,Other Services (except Public Administration),Personal and Laundry Services,Death Care Services,Cemeteries and Crematories,Cemeteries and Crematories
812310,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services,Coin-Operated Laundries and Drycleaners,Coin-Operated Laundries and Drycleaners
812320,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),Drycleaning and Laundry Services (except Coin-Operated)
812331,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services,Linen and Uniform Supply,Linen Supply
